grupo	prestador	tabla_km_id	empresa	sucursal	localidad	problema	evidencia	accion	confianza
g1_sanjuan_a	SAN JUAN	46fba0ef-784d-4bf4-8972-6c85e6cf8d10	Gobierno de San Juan	ENI N.º 48 Portal Pie de Palo	SAN MARTIN	fila vacía con pin en Santa Fe (-32.049,-61.595)	search OSM sin resultados; indicio: geocode Av. Sarmiento, San Martín SJ -31.5181,-68.3565	GESTION	baja
g1_sanjuan_a	SAN JUAN	fdd74de0-2d02-480b-9178-af956d471a6f	Gobierno de San Juan	ENI N.º 57 Sunyay	25 DE MAYO	fila vacía con pin en centroide de Argentina	"search OSM ""ENI 57 Sunyay"" sin resultados; Ruta 279 (¿RP 279?) 25 de Mayo"	GESTION	baja
g1_sanjuan_a	SAN JUAN	b5ac3f09-974d-47c4-a980-183162f61724	Gobierno de San Juan	ENI N.º 66 Pequeños Granaderos	9 DE JULIO	fila vacía con pin en centroide de Argentina	search OSM sin resultados; indicio: 9 de Julio SJ -31.6532,-68.3927 (geocode APPROXIMATE)	GESTION	baja
g1_sanjuan_a	SAN JUAN	ae78d862-1f5d-41af-a559-2f043b6ff9db	Gobierno de San Juan	Escuela El Jardin de Mimosaurio	RIVADAVIA	fila vacía con pin en centroide de Argentina	search OSM sin resultados; Perón y Larralde = Bº Parque Rivadavia Norte (cf. 6f652e17 -31.5132,-68.5814), indicio geocode Larralde -31.5160,-68.5625	GESTION (probable -31.513,-68.581)	baja
g1_sanjuan_a	SAN JUAN	d0e58ece-b620-478d-a136-e7bc46f98243	Gobierno de San Juan	ENI N.º 81 Huellitas de amor	ULLUM	pin redondeado -31.483333,-68.7 (geocode de la localidad, no de la escuela); 32 km, ratio 1,83	"search OSM ""Escuela Huellitas de Amor, Ullum"" sin resultados; Ullum pueblo ≈ -31.43,-68.70 (6 km al norte del pin)"	GESTION	baja
g1_sanjuan_a	SAN JUAN	29b5012c-fd52-449d-9d52-6e7bd70ae46c	Gobierno de San Juan	ENI N.º 74	CALINGASTA	KM_MUY_SUPERIOR_A_LINEA_RECTA (x2,33) es ruta real: a Calingasta/Barreal se va por RN149 vía Talacasto	route OSRM GI->Villa Calingasta 173,5 km (recta 86 km); Barreal está 35 km más al sur, 210 km coherente	OK	alta
g1_sanjuan_a	SAN JUAN	d36c4d7f-2911-4207-bb9d-b9e81035ac46	Gobierno de San Juan	Escuela Batalla de Chacabuco	CALINGASTA	KM_MUY_SUPERIOR_A_LINEA_RECTA (x2,29) es ruta real (RN149 Sorocayense)	route OSRM GI->Villa Calingasta 173,5 km; 190 km a Sorocayense coherente	OK	alta
g1_sanjuan_a	SAN JUAN	c294e131-d0e1-49b8-b58d-316b9c2d3b2c	Gobierno de San Juan	Escuela 12 de octubre	CALINGASTA	ratio 2,12 (130 km) es ruta real por RN149	pin -31.284,-69.104 sobre RN149 entre Talacasto y Calingasta; ruta a Calingasta 173,5 km	OK	media
g1_sanjuan_a	SAN JUAN	109928b6-7d5a-4aad-a436-fd5e9f938893	Gobierno de San Juan	Escuela Clotilde Guillen de Rezzano	CALINGASTA	ratio 2,07 (178 km, La Isla, Calingasta) es ruta real	route OSRM GI->Villa Calingasta 173,5 km	OK	alta
g1_sanjuan_a	SAN JUAN	474ca372-2fb0-4c00-83db-7080cb96e209	Gobierno de San Juan	EEE Luis Braille	SAN JUAN	ratio 2,22 sobre 0,9 km en línea recta: efecto de vuelta manzana, factura 0	2,0 km ida, bajo umbral	OK	alta
g1_sanjuan_a	SAN JUAN	f22e4d01-102c-4c34-b5f2-fc5d0cf8ec99	Gobierno de San Juan	E.P.E.T. N° 2	SAN JUAN	ratio 0,9 sobre 0,5 km: redondeo en distancias urbanas, factura 0	0,45 km ida	OK	alta
g1_sanjuan_a	SAN JUAN	1d2dda7b-e305-405c-9090-fbc164edaaff	Gobierno de San Juan	Escuela Ernestina E. de Andino	SAN MARTIN	SIN_SIGES_ID con negociado 50,7	"no hay fila con siges_sucursal_id para ""Escuela Ernestina E. de Andino"" en tabla_km"	TL	baja
g1_sanjuan_a	SAN JUAN	93d74af2-268a-47f3-815b-e5251f43a8e4	Gobierno de San Juan	Escuela Agrotecnica Ejercito Argentino	SAN AGUSTIN DEL VALLE FERTIL	NEGOCIADO_MUY_SUPERIOR: factura 500 km vs sede SPST Valle Fértil a <1 km	"negociado ~500 km (ida 250 = San Juan capital -> Valle Fértil) pero la sede SPST ""GSJ - Escuelas Valle Fertil"" está a <1 km; las 4 filas medidas de VF dan 0,3-10,9 km y facturan 0 (bb52784a, 52b1d505, a826838e, 8f13bc77). Definir si las escuelas de VF se pagan desde San Juan o desde la sede local"	TL	alta
g1_sanjuan_a	SAN JUAN	cc20b453-463d-49d5-9b59-c8031a66c5d6	Gobierno de San Juan	Escuela Albergue Casa del Niño	SAN AGUSTIN DEL VALLE FERTIL	NEGOCIADO_MUY_SUPERIOR: factura 500 km vs sede SPST Valle Fértil a <1 km	"negociado ~500 km (ida 250 = San Juan capital -> Valle Fértil) pero la sede SPST ""GSJ - Escuelas Valle Fertil"" está a <1 km; las 4 filas medidas de VF dan 0,3-10,9 km y facturan 0 (bb52784a, 52b1d505, a826838e, 8f13bc77). Definir si las escuelas de VF se pagan desde San Juan o desde la sede local"	TL	alta
g1_sanjuan_a	SAN JUAN	15406c30-2ea1-4a3c-a93f-b0a6949757db	Gobierno de San Juan	Escuela BENITO LYNCH	SAN AGUSTIN DEL VALLE FERTIL	NEGOCIADO_MUY_SUPERIOR: factura 417 km vs sede SPST Valle Fértil a <1 km	"negociado ~500 km (ida 250 = San Juan capital -> Valle Fértil) pero la sede SPST ""GSJ - Escuelas Valle Fertil"" está a <1 km; las 4 filas medidas de VF dan 0,3-10,9 km y facturan 0 (bb52784a, 52b1d505, a826838e, 8f13bc77). Definir si las escuelas de VF se pagan desde San Juan o desde la sede local"	TL	alta
g1_sanjuan_a	SAN JUAN	af7151ae-9467-41e8-99ba-d19f307b72a7	Gobierno de San Juan	Escuela Baldomero F. Moreno	SAN AGUSTIN DEL VALLE FERTIL	NEGOCIADO_MUY_SUPERIOR: factura 388 km vs sede SPST Valle Fértil a <1 km	"negociado ~500 km (ida 250 = San Juan capital -> Valle Fértil) pero la sede SPST ""GSJ - Escuelas Valle Fertil"" está a <1 km; las 4 filas medidas de VF dan 0,3-10,9 km y facturan 0 (bb52784a, 52b1d505, a826838e, 8f13bc77). Definir si las escuelas de VF se pagan desde San Juan o desde la sede local"	TL	alta
g1_sanjuan_a	SAN JUAN	bdd817b9-c60d-4ee3-bd23-806c863cc8ef	Gobierno de San Juan	Escuela Bethsabe Pelliza de Espinoza	SAN AGUSTIN DEL VALLE FERTIL	NEGOCIADO_MUY_SUPERIOR: factura 522 km vs sede SPST Valle Fértil a <1 km	"negociado ~500 km (ida 250 = San Juan capital -> Valle Fértil) pero la sede SPST ""GSJ - Escuelas Valle Fertil"" está a <1 km; las 4 filas medidas de VF dan 0,3-10,9 km y facturan 0 (bb52784a, 52b1d505, a826838e, 8f13bc77). Definir si las escuelas de VF se pagan desde San Juan o desde la sede local"	TL	alta
g1_sanjuan_a	SAN JUAN	b5785e9d-5b8a-4fa6-9b15-641de56f9b84	Gobierno de San Juan	Escuela Dra. Julieta Lanteri	SAN AGUSTIN DEL VALLE FERTIL	NEGOCIADO_MUY_SUPERIOR: factura 517 km vs sede SPST Valle Fértil a <1 km	"negociado ~500 km (ida 250 = San Juan capital -> Valle Fértil) pero la sede SPST ""GSJ - Escuelas Valle Fertil"" está a <1 km; las 4 filas medidas de VF dan 0,3-10,9 km y facturan 0 (bb52784a, 52b1d505, a826838e, 8f13bc77). Definir si las escuelas de VF se pagan desde San Juan o desde la sede local"	TL	alta
g1_sanjuan_a	SAN JUAN	8ba85f02-c526-49ce-b70c-aedc78d4de44	Gobierno de San Juan	Escuela Franklin Rawson	SAN AGUSTIN DEL VALLE FERTIL	NEGOCIADO_MUY_SUPERIOR: factura 505 km vs sede SPST Valle Fértil a <1 km	"negociado ~500 km (ida 250 = San Juan capital -> Valle Fértil) pero la sede SPST ""GSJ - Escuelas Valle Fertil"" está a <1 km; las 4 filas medidas de VF dan 0,3-10,9 km y facturan 0 (bb52784a, 52b1d505, a826838e, 8f13bc77). Definir si las escuelas de VF se pagan desde San Juan o desde la sede local"	TL	alta
g1_sanjuan_a	SAN JUAN	d5765b54-b4f0-4cb5-96e2-0e555d30be60	Gobierno de San Juan	Escuela Armada Argentina	LOS BALDECITOS	NEGOCIADO_MUY_SUPERIOR: factura 570 km vs sede SPST Valle Fértil a 51 km	"negociado ~500 km (ida 250 = San Juan capital -> Valle Fértil) pero la sede SPST ""GSJ - Escuelas Valle Fertil"" está a <1 km; las 4 filas medidas de VF dan 0,3-10,9 km y facturan 0 (bb52784a, 52b1d505, a826838e, 8f13bc77). Definir si las escuelas de VF se pagan desde San Juan o desde la sede local"	TL	alta
g1_sanjuan_a	SAN JUAN	64735321-1742-4798-9bad-07b67669dd00	Gobierno de San Juan	Escuela Jose Ignacio F. Maradona	BALDE DEL ROSARIO	NEGOCIADO_MUY_SUPERIOR: factura 592 km vs sede SPST Valle Fértil a 41 km	"negociado ~500 km (ida 250 = San Juan capital -> Valle Fértil) pero la sede SPST ""GSJ - Escuelas Valle Fertil"" está a <1 km; las 4 filas medidas de VF dan 0,3-10,9 km y facturan 0 (bb52784a, 52b1d505, a826838e, 8f13bc77). Definir si las escuelas de VF se pagan desde San Juan o desde la sede local"	TL	alta
g1_sanjuan_a	SAN JUAN	c5db7184-57f1-4308-9caf-006d4ed56550	Gobierno de San Juan	ISFD Normal Superior Sarmiento	SAN JUAN	"DUP_SIGES 12071: conservar (nombre Siges 2026-09-05) y archivar 371e9e19-e9d9-4705-868c-e3a564778487 ""ISFD Sarmiento"""	la archivada no tiene km ni negociado (kms_a_facturar 0); en cobertura_incidentes los incidentes 2026-08 ya vienen con el nombre nuevo y los viejos (≤2026-07) con el viejo: Siges renombró la sucursal	ARCHIVAR 371e9e19-e9d9-4705-868c-e3a564778487	alta
g1_sanjuan_a	SAN JUAN	eeec3ba4-51cb-4380-8ec5-79b9531b7548	Gobierno de San Juan	ISFD Normal Superior Gral San Martin	SAN JUAN	"DUP_SIGES 12072: conservar (nombre Siges 2026-09-05) y archivar 4f19db1e-639b-403d-b5b8-28c940387306 ""ISFD Gral. San Martin"""	la archivada no tiene km ni negociado (kms_a_facturar 0); en cobertura_incidentes los incidentes 2026-08 ya vienen con el nombre nuevo y los viejos (≤2026-07) con el viejo: Siges renombró la sucursal	ARCHIVAR 4f19db1e-639b-403d-b5b8-28c940387306	alta
g1_sanjuan_a	SAN JUAN	cd536a5f-aae9-430d-928c-17bb7e6b29d7	Gobierno de San Juan	Escuela Liceo Paula A. De Sarmiento	SAN JUAN	"DUP_SIGES 12076: conservar (nombre Siges 2026-09-05) y archivar dc94cb2e-9d0a-4c86-a431-b77ea919f5af ""Escuela Paula A. De Sarmiento"""	la archivada no tiene km ni negociado (kms_a_facturar 0); en cobertura_incidentes los incidentes 2026-08 ya vienen con el nombre nuevo y los viejos (≤2026-07) con el viejo: Siges renombró la sucursal	ARCHIVAR dc94cb2e-9d0a-4c86-a431-b77ea919f5af	alta
g1_sanjuan_a	SAN JUAN	a1e9eb7d-63c1-4e50-8575-a448c95fa72f	Gobierno de San Juan	Escuela Pcial. Tec. Nro 7 Barrio Aramburu	RIVADAVIA	"DUP_SIGES 12232: conservar (nombre Siges 2026-09-05) y archivar 02157d71-c0d3-4169-ad0d-a2e3559a2d6e ""Escuela Pcial. Tec. N.° 7"""	la archivada no tiene km ni negociado (kms_a_facturar 0); en cobertura_incidentes los incidentes 2026-08 ya vienen con el nombre nuevo y los viejos (≤2026-07) con el viejo: Siges renombró la sucursal	ARCHIVAR 02157d71-c0d3-4169-ad0d-a2e3559a2d6e	alta
g1_sanjuan_a	SAN JUAN	91256661-7a24-4a50-87d1-8c34072cceab	Gobierno de San Juan	Escuela Centro de Educacion Nro 20	SANTA LUCIA	"DUP_SIGES 12247: conservar (nombre Siges 2026-09-05) y archivar f3a88c68-659d-413b-9ee2-c85bb7bd4ffe ""Escuela N.° 20 Roque Saenz Peña"""	la archivada no tiene km ni negociado (kms_a_facturar 0); en cobertura_incidentes los incidentes 2026-08 ya vienen con el nombre nuevo y los viejos (≤2026-07) con el viejo: Siges renombró la sucursal	ARCHIVAR f3a88c68-659d-413b-9ee2-c85bb7bd4ffe	alta
g1_sanjuan_a	SAN JUAN	d48fca9a-0f3e-4908-af7a-b9555a57d59e	Gobierno de San Juan	Escuela Normal Abuelito Sarmiento	JACHAL	"DUP_SIGES 12248: conservar (nombre Siges 2026-09-05) y archivar 10885758-e28d-41ac-a17c-fd19c7faaecf ""Escuela Abuelito Sarmiento"""	la archivada no tiene km ni negociado (kms_a_facturar 0); en cobertura_incidentes los incidentes 2026-08 ya vienen con el nombre nuevo y los viejos (≤2026-07) con el viejo: Siges renombró la sucursal	ARCHIVAR 10885758-e28d-41ac-a17c-fd19c7faaecf	alta
g1_sanjuan_a	SAN JUAN	13b7ca11-f239-43cd-a7d5-d4e26d025c0a	Gobierno de San Juan	Escuela Presbistero Mariano Iannelli	CAUCETE	"DUP_SIGES 12266: conservar (nombre Siges 2026-09-05) y archivar 823f68f8-7d6c-467b-afec-fee140c78494 ""Escuela Pte. M. Iannelli"""	la archivada no tiene km ni negociado (kms_a_facturar 0); en cobertura_incidentes los incidentes 2026-08 ya vienen con el nombre nuevo y los viejos (≤2026-07) con el viejo: Siges renombró la sucursal	ARCHIVAR 823f68f8-7d6c-467b-afec-fee140c78494	alta
g1_sanjuan_a	SAN JUAN	5ab62ffa-ac9e-4ab9-b62a-1e3e905fef47	Gobierno de San Juan	EEE Graciela C. de Cantoni	SANTA LUCIA	"DUP_SIGES 12357: conservar (nombre Siges 2026-09-05) y archivar 55e0145f-c6da-4b95-a8f2-6bd40a3e4a12 ""Escuela Graciela C. de Cantoni"""	la archivada no tiene km ni negociado (kms_a_facturar 0); en cobertura_incidentes los incidentes 2026-08 ya vienen con el nombre nuevo y los viejos (≤2026-07) con el viejo: Siges renombró la sucursal	ARCHIVAR 55e0145f-c6da-4b95-a8f2-6bd40a3e4a12	alta
g1_sanjuan_a	SAN JUAN	cce90700-7379-4942-970b-7a1a21d993ba	Gobierno de San Juan	JINZ Nro 50 Esc. Patricias Mendocinas	RAWSON	"DUP_SIGES 12421: conservar (nombre Siges 2026-09-05) y archivar 3af572b3-4b03-4b16-9e04-1b4ad4a50a20 ""JINZ N.º 50"""	la archivada no tiene km ni negociado (kms_a_facturar 0); en cobertura_incidentes los incidentes 2026-08 ya vienen con el nombre nuevo y los viejos (≤2026-07) con el viejo: Siges renombró la sucursal	ARCHIVAR 3af572b3-4b03-4b16-9e04-1b4ad4a50a20	alta
g1_sanjuan_a	SAN JUAN	abc3e110-76ee-4620-8a9e-fe54935e80b9	Gobierno de San Juan	Instituto Sup. Técnico de San Martín (Anexo)	SAN MARTIN	"DUP_SIGES 13986: conservar (nombre Siges 2026-09-05) y archivar 9c351f79-5c27-4148-95ae-5f7330fcc54a ""Escuela Tec. de San Martin (Anexo)"""	la archivada no tiene km ni negociado (kms_a_facturar 0); en cobertura_incidentes los incidentes 2026-08 ya vienen con el nombre nuevo y los viejos (≤2026-07) con el viejo: Siges renombró la sucursal	ARCHIVAR 9c351f79-5c27-4148-95ae-5f7330fcc54a	alta
